Connection,Zone,Coefficent
543,WW91,0.0086,WW92,0.02582,WW81,0.00766,WW82,0.02296,WW71,0.00638,WW72,0.01913,WW61,0.0051,WW62,0.01531,WW51,0.00383,WW52,0.01148,WW41,0.00255,WW42,0.00765,WW31,0.00128,WW32,0.00383,WW21,0.00032,WW22,0.00096,WE91,-0.0086,WE92,-0.02582,WE81,-0.00766,WE82,-0.02296,WE71,-0.00638,WE72,-0.01913,WE61,-0.0051,WE62,-0.01531,WE51,-0.00383,WE52,-0.01148,WE41,-0.00765,WE42,-0.00765,WE31,-0.00128,WE32,-0.00383,WE21,-0.00032,WE22,-0.00096
544,WW91,0.0043,WW92,0.01291,WW81,0.00383,WW82,0.01148,WW71,0.00319,WW72,0.00957,WW61,0.00255,WW62,0.00765,WW51,0.00191,WW52,0.00574,WW41,0.00128,WW42,0.00383,WW31,0.00064,WW32,0.00191,WW21,0.00016,WW22,0.00048,WE91,-0.0043,WE92,-0.01291,WE81,-0.00383,WE82,-0.01148,WE71,-0.00319,WE72,-0.00957,WE61,-0.00255,WE62,-0.00765,WE51,-0.00191,WE52,-0.00574,WE41,-0.00383,WE42,-0.00383,WE31,-0.00064,WE32,-0.00191,WE21,-0.00016,WE22,-0.00048
545,WSA1,0.00877,WSA2,0.02631,WSB1,0.00829,WSB2,0.02487,WSC1,0.00765,WSC2,0.02296,WSD1,0.00702,WSD2,0.02105,WSE1,0.00638,WSE2,0.01913,WSF1,0.00574,WSF2,0.01722,WSG1,0.0051,WSG2,0.01531,WSH1,0.00446,WSH2,0.01339,WSI1,0.00383,WSI2,0.01148,WSJ1,0.00319,WSJ2,0.00957,WSK1,0.00255,WSK2,0.00765,WSL1,0.00191,WSL2,0.00574,WSM1,0.00128,WSM2,0.00383,WSN1,0.00064,WSN2,0.00191,WSO1,0.00016,WSO2,0.00048,WNA1,-0.00877,WNA2,-0.02631,WNB1,-0.00829,WNB2,-0.02487,WNC1,-0.00765,WNC2,-0.02296,WND1,-0.00702,WND2,-0.02105,WNE1,-0.00638,WNE2,-0.01913,WNF1,-0.00574,WNF2,-0.01722,WNG1,-0.0051,WNG2,-0.01531,WNH1,-0.00446,WNH2,-0.01339,WNI1,-0.00383,WNI2,-0.01148,WNJ1,-0.00319,WNJ2,-0.00957,WNK1,-0.00255,WNK2,-0.00765,WNL1,-0.00191,WNL2,-0.00574,WNM1,-0.00128,WNM2,-0.00383,WNN1,-0.00064,WNN2,-0.00191,WNO1,-0.00016,WNO2,-0.00048
546,WSA1,0.01754,WSA2,0.05261,WSB1,0.01658,WSB2,0.04974,WSC1,0.01531,WSC2,0.04592,WSD1,0.01403,WSD2,0.04209,WSE1,0.01276,WSE2,0.03827,WSF1,0.01148,WSF2,0.03444,WSG1,0.0102,WSG2,0.03061,WSH1,0.00893,WSH2,0.02679,WSI1,0.00765,WSI2,0.02296,WSJ1,0.00638,WSJ2,0.01913,WSK1,0.0051,WSK2,0.01531,WSL1,0.00383,WSL2,0.01148,WSM1,0.00255,WSM2,0.00765,WSN1,0.00128,WSN2,0.00383,WSO1,0.00032,WSO2,0.00095,WNA1,-0.01754,WNA2,-0.05261,WNB1,-0.01658,WNB2,-0.04974,WNC1,-0.01531,WNC2,-0.04592,WND1,-0.01403,WND2,-0.04209,WNE1,-0.01276,WNE2,-0.03827,WNF1,-0.01148,WNF2,-0.03444,WNG1,-0.0102,WNG2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNI1,-0.00765,WNI2,-0.02296,WNJ1,-0.00638,WNJ2,-0.01913,WNK1,-0.0051,WNK2,-0.01531,WNL1,-0.00383,WNL2,-0.01148,WNM1,-0.00255,WNM2,-0.00765,WNN1,-0.00128,WNN2,-0.00383,WNO1,-0.00032,WNO2,-0.00095
547,WSA1,0.01754,WSA2,0.05261,WSB1,0.01658,WSB2,0.04974,WSC1,0.01531,WSC2,0.04592,WSD1,0.01403,WSD2,0.04209,WSE1,0.01276,WSE2,0.03827,WSF1,0.01148,WSF2,0.03444,WSG1,0.0102,WSG2,0.03061,WSH1,0.00893,WSH2,0.02679,WSI1,0.00765,WSI2,0.02296,WSJ1,0.00638,WSJ2,0.01913,WSK1,0.0051,WSK2,0.01531,WSL1,0.00383,WSL2,0.01148,WSM1,0.00255,WSM2,0.00765,WSN1,0.00128,WSN2,0.00383,WSO1,0.00032,WSO2,0.00095,WNA1,-0.01754,WNA2,-0.05261,WNB1,-0.01658,WNB2,-0.04974,WNC1,-0.01531,WNC2,-0.04592,WND1,-0.01403,WND2,-0.04209,WNE1,-0.01276,WNE2,-0.03827,WNF1,-0.01148,WNF2,-0.03444,WNG1,-0.0102,WNG2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNI1,-0.00765,WNI2,-0.02296,WNJ1,-0.00638,WNJ2,-0.01913,WNK1,-0.0051,WNK2,-0.01531,WNL1,-0.00383,WNL2,-0.01148,WNM1,-0.00255,WNM2,-0.00765,WNN1,-0.00128,WNN2,-0.00383,WNO1,-0.00032,WNO2,-0.00095
548,WSA1,0.01754,WSA2,0.05261,WSB1,0.01658,WSB2,0.04974,WSC1,0.01531,WSC2,0.04592,WSD1,0.01403,WSD2,0.04209,WSE1,0.01276,WSE2,0.03827,WSF1,0.01148,WSF2,0.03444,WSG1,0.0102,WSG2,0.03061,WSH1,0.00893,WSH2,0.02679,WSI1,0.00765,WSI2,0.02296,WSJ1,0.00638,WSJ2,0.01913,WSK1,0.0051,WSK2,0.01531,WSL1,0.00383,WSL2,0.01148,WSM1,0.00255,WSM2,0.00765,WSN1,0.00128,WSN2,0.00383,WSO1,0.00032,WSO2,0.00095,WNA1,-0.01754,WNA2,-0.05261,WNB1,-0.01658,WNB2,-0.04974,WNC1,-0.01531,WNC2,-0.04592,WND1,-0.01403,WND2,-0.04209,WNE1,-0.01276,WNE2,-0.03827,WNF1,-0.01148,WNF2,-0.03444,WNG1,-0.0102,WNG2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNI1,-0.00765,WNI2,-0.02296,WNJ1,-0.00638,WNJ2,-0.01913,WNK1,-0.0051,WNK2,-0.01531,WNL1,-0.00383,WNL2,-0.01148,WNM1,-0.00255,WNM2,-0.00765,WNN1,-0.00128,WNN2,-0.00383,WNO1,-0.00032,WNO2,-0.00095
549,WSA1,0.01754,WSA2,0.05261,WSB1,0.01658,WSB2,0.04974,WSC1,0.01531,WSC2,0.04592,WSD1,0.01403,WSD2,0.04209,WSE1,0.01276,WSE2,0.03827,WSF1,0.01148,WSF2,0.03444,WSG1,0.0102,WSG2,0.03061,WSH1,0.00893,WSH2,0.02679,WSI1,0.00765,WSI2,0.02296,WSJ1,0.00638,WSJ2,0.01913,WSK1,0.0051,WSK2,0.01531,WSL1,0.00383,WSL2,0.01148,WSM1,0.00255,WSM2,0.00765,WSN1,0.00128,WSN2,0.00383,WSO1,0.00032,WSO2,0.00095,WNA1,-0.01754,WNA2,-0.05261,WNB1,-0.01658,WNB2,-0.04974,WNC1,-0.01531,WNC2,-0.04592,WND1,-0.01403,WND2,-0.04209,WNE1,-0.01276,WNE2,-0.03827,WNF1,-0.01148,WNF2,-0.03444,WNG1,-0.0102,WNG2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNI1,-0.00765,WNI2,-0.02296,WNJ1,-0.00638,WNJ2,-0.01913,WNK1,-0.0051,WNK2,-0.01531,WNL1,-0.00383,WNL2,-0.01148,WNM1,-0.00255,WNM2,-0.00765,WNN1,-0.00128,WNN2,-0.00383,WNO1,-0.00032,WNO2,-0.00095
550,WSA1,0.01754,WSA2,0.05261,WSB1,0.01658,WSB2,0.04974,WSC1,0.01531,WSC2,0.04592,WSD1,0.01403,WSD2,0.04209,WSE1,0.01276,WSE2,0.03827,WSF1,0.01148,WSF2,0.03444,WSG1,0.0102,WSG2,0.03061,WSH1,0.00893,WSH2,0.02679,WSI1,0.00765,WSI2,0.02296,WSJ1,0.00638,WSJ2,0.01913,WSK1,0.0051,WSK2,0.01531,WSL1,0.00383,WSL2,0.01148,WSM1,0.00255,WSM2,0.00765,WSN1,0.00128,WSN2,0.00383,WSO1,0.00032,WSO2,0.00095,WNA1,-0.01754,WNA2,-0.05261,WNB1,-0.01658,WNB2,-0.04974,WNC1,-0.01531,WNC2,-0.04592,WND1,-0.01403,WND2,-0.04209,WNE1,-0.01276,WNE2,-0.03827,WNF1,-0.01148,WNF2,-0.03444,WNG1,-0.0102,WNG2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNI1,-0.00765,WNI2,-0.02296,WNJ1,-0.00638,WNJ2,-0.01913,WNK1,-0.0051,WNK2,-0.01531,WNL1,-0.00383,WNL2,-0.01148,WNM1,-0.00255,WNM2,-0.00765,WNN1,-0.00128,WNN2,-0.00383,WNO1,-0.00032,WNO2,-0.00095
551,WSA1,0.01754,WSA2,0.05261,WSB1,0.01658,WSB2,0.04974,WSC1,0.01531,WSC2,0.04592,WSD1,0.01403,WSD2,0.04209,WSE1,0.01276,WSE2,0.03827,WSF1,0.01148,WSF2,0.03444,WSG1,0.0102,WSG2,0.03061,WSH1,0.00893,WSH2,0.02679,WSI1,0.00765,WSI2,0.02296,WSJ1,0.00638,WSJ2,0.01913,WSK1,0.0051,WSK2,0.01531,WSL1,0.00383,WSL2,0.01148,WSM1,0.00255,WSM2,0.00765,WSN1,0.00128,WSN2,0.00383,WSO1,0.00032,WSO2,0.00095,WNA1,-0.01754,WNA2,-0.05261,WNB1,-0.01658,WNB2,-0.04974,WNC1,-0.01531,WNC2,-0.04592,WND1,-0.01403,WND2,-0.04209,WNE1,-0.01276,WNE2,-0.03827,WNF1,-0.01148,WNF2,-0.03444,WNG1,-0.0102,WNG2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNI1,-0.00765,WNI2,-0.02296,WNJ1,-0.00638,WNJ2,-0.01913,WNK1,-0.0051,WNK2,-0.01531,WNL1,-0.00383,WNL2,-0.01148,WNM1,-0.00255,WNM2,-0.00765,WNN1,-0.00128,WNN2,-0.00383,WNO1,-0.00032,WNO2,-0.00095
552,WSA1,0.00877,WSA2,0.02631,WSB1,0.00829,WSB2,0.02487,WSC1,0.00765,WSC2,0.02296,WSD1,0.00702,WSD2,0.02105,WSE1,0.00638,WSE2,0.01913,WSF1,0.00574,WSF2,0.01722,WSG1,0.0051,WSG2,0.01531,WSH1,0.00446,WSH2,0.01339,WSI1,0.00383,WSI2,0.01148,WSJ1,0.00319,WSJ2,0.00957,WSK1,0.00255,WSK2,0.00765,WSL1,0.00191,WSL2,0.00574,WSM1,0.00128,WSM2,0.00383,WSN1,0.00064,WSN2,0.00191,WSO1,0.00016,WSO2,0.00048,WNA1,-0.00877,WNA2,-0.02631,WNB1,-0.00829,WNB2,-0.02487,WNC1,-0.00765,WNC2,-0.02296,WND1,-0.00702,WND2,-0.02105,WNE1,-0.00638,WNE2,-0.01913,WNF1,-0.00574,WNF2,-0.01722,WNG1,-0.0051,WNG2,-0.01531,WNH1,-0.00446,WNH2,-0.01339,WNI1,-0.00383,WNI2,-0.01148,WNJ1,-0.00319,WNJ2,-0.00957,WNK1,-0.00255,WNK2,-0.00765,WNL1,-0.00191,WNL2,-0.00574,WNM1,-0.00128,WNM2,-0.00383,WNN1,-0.00064,WNN2,-0.00191,WNO1,-0.00016,WNO2,-0.00048
553,WSO1,0.00877,WSO2,0.02631,WSN1,0.00829,WSN2,0.02487,WSM1,0.00765,WSM2,0.02296,WSL1,0.00702,WSL2,0.02105,WSK1,0.00638,WSK2,0.01913,WSJ1,0.00574,WSJ2,0.01722,WSI1,0.0051,WSI2,0.01531,WSH1,0.00446,WSH2,0.01339,WSG1,0.00383,WSG2,0.01148,WSF1,0.00319,WSF2,0.00957,WSE1,0.00255,WSE2,0.00765,WSD1,0.00191,WSD2,0.00574,WSC1,0.00128,WSC2,0.00383,WSB1,0.00064,WSB2,0.00191,WSA1,0.00016,WSA2,0.00048,WNO1,-0.00877,WNO2,-0.02631,WNN1,-0.00829,WNN2,-0.02487,WNM1,-0.00765,WNM2,-0.02296,WNL1,-0.00702,WNL2,-0.02105,WNK1,-0.00638,WNK2,-0.01913,WNJ1,-0.00574,WNJ2,-0.01722,WNI1,-0.0051,WNI2,-0.01531,WNH1,-0.00446,WNH2,-0.01339,WNG1,-0.00383,WNG2,-0.01148,WNF1,-0.00319,WNF2,-0.00957,WNE1,-0.00255,WNE2,-0.00765,WND1,-0.00191,WND2,-0.00574,WNC1,-0.00128,WNC2,-0.00383,WNB1,-0.00064,WNB2,-0.00191,WNA1,-0.00016,WNA2,-0.00048
554,WSO1,0.01754,WSO2,0.05261,WSN1,0.01658,WSN2,0.04974,WSM1,0.01531,WSM2,0.04592,WSL1,0.01403,WSL2,0.04209,WSK1,0.01276,WSK2,0.03827,WSJ1,0.01148,WSJ2,0.03444,WSI1,0.0102,WSI2,0.03061,WSH1,0.00893,WSH2,0.02679,WSG1,0.00765,WSG2,0.02296,WSF1,0.00638,WSF2,0.01913,WSE1,0.0051,WSE2,0.01531,WSD1,0.00383,WSD2,0.01148,WSC1,0.00255,WSC2,0.00765,WSB1,0.00128,WSB2,0.00383,WSA1,0.00032,WSA2,0.00095,WNO1,-0.01754,WNO2,-0.05261,WNN1,-0.01658,WNN2,-0.04974,WNM1,-0.01531,WNM2,-0.04592,WNL1,-0.01403,WNL2,-0.04209,WNK1,-0.01276,WNK2,-0.03827,WNJ1,-0.01148,WNJ2,-0.03444,WNI1,-0.0102,WNI2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNG1,-0.00765,WNG2,-0.02296,WNF1,-0.00638,WNF2,-0.01913,WNE1,-0.0051,WNE2,-0.01531,WND1,-0.00383,WND2,-0.01148,WNC1,-0.00255,WNC2,-0.00765,WNB1,-0.00128,WNB2,-0.00383,WNA1,-0.00032,WNA2,-0.00095
555,WSO1,0.01754,WSO2,0.05261,WSN1,0.01658,WSN2,0.04974,WSM1,0.01531,WSM2,0.04592,WSL1,0.01403,WSL2,0.04209,WSK1,0.01276,WSK2,0.03827,WSJ1,0.01148,WSJ2,0.03444,WSI1,0.0102,WSI2,0.03061,WSH1,0.00893,WSH2,0.02679,WSG1,0.00765,WSG2,0.02296,WSF1,0.00638,WSF2,0.01913,WSE1,0.0051,WSE2,0.01531,WSD1,0.00383,WSD2,0.01148,WSC1,0.00255,WSC2,0.00765,WSB1,0.00128,WSB2,0.00383,WSA1,0.00032,WSA2,0.00095,WNO1,-0.01754,WNO2,-0.05261,WNN1,-0.01658,WNN2,-0.04974,WNM1,-0.01531,WNM2,-0.04592,WNL1,-0.01403,WNL2,-0.04209,WNK1,-0.01276,WNK2,-0.03827,WNJ1,-0.01148,WNJ2,-0.03444,WNI1,-0.0102,WNI2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNG1,-0.00765,WNG2,-0.02296,WNF1,-0.00638,WNF2,-0.01913,WNE1,-0.0051,WNE2,-0.01531,WND1,-0.00383,WND2,-0.01148,WNC1,-0.00255,WNC2,-0.00765,WNB1,-0.00128,WNB2,-0.00383,WNA1,-0.00032,WNA2,-0.00095
556,WSO1,0.01754,WSO2,0.05261,WSN1,0.01658,WSN2,0.04974,WSM1,0.01531,WSM2,0.04592,WSL1,0.01403,WSL2,0.04209,WSK1,0.01276,WSK2,0.03827,WSJ1,0.01148,WSJ2,0.03444,WSI1,0.0102,WSI2,0.03061,WSH1,0.00893,WSH2,0.02679,WSG1,0.00765,WSG2,0.02296,WSF1,0.00638,WSF2,0.01913,WSE1,0.0051,WSE2,0.01531,WSD1,0.00383,WSD2,0.01148,WSC1,0.00255,WSC2,0.00765,WSB1,0.00128,WSB2,0.00383,WSA1,0.00032,WSA2,0.00095,WNO1,-0.01754,WNO2,-0.05261,WNN1,-0.01658,WNN2,-0.04974,WNM1,-0.01531,WNM2,-0.04592,WNL1,-0.01403,WNL2,-0.04209,WNK1,-0.01276,WNK2,-0.03827,WNJ1,-0.01148,WNJ2,-0.03444,WNI1,-0.0102,WNI2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNG1,-0.00765,WNG2,-0.02296,WNF1,-0.00638,WNF2,-0.01913,WNE1,-0.0051,WNE2,-0.01531,WND1,-0.00383,WND2,-0.01148,WNC1,-0.00255,WNC2,-0.00765,WNB1,-0.00128,WNB2,-0.00383,WNA1,-0.00032,WNA2,-0.00095
557,WSO1,0.01754,WSO2,0.05261,WSN1,0.01658,WSN2,0.04974,WSM1,0.01531,WSM2,0.04592,WSL1,0.01403,WSL2,0.04209,WSK1,0.01276,WSK2,0.03827,WSJ1,0.01148,WSJ2,0.03444,WSI1,0.0102,WSI2,0.03061,WSH1,0.00893,WSH2,0.02679,WSG1,0.00765,WSG2,0.02296,WSF1,0.00638,WSF2,0.01913,WSE1,0.0051,WSE2,0.01531,WSD1,0.00383,WSD2,0.01148,WSC1,0.00255,WSC2,0.00765,WSB1,0.00128,WSB2,0.00383,WSA1,0.00032,WSA2,0.00095,WNO1,-0.01754,WNO2,-0.05261,WNN1,-0.01658,WNN2,-0.04974,WNM1,-0.01531,WNM2,-0.04592,WNL1,-0.01403,WNL2,-0.04209,WNK1,-0.01276,WNK2,-0.03827,WNJ1,-0.01148,WNJ2,-0.03444,WNI1,-0.0102,WNI2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNG1,-0.00765,WNG2,-0.02296,WNF1,-0.00638,WNF2,-0.01913,WNE1,-0.0051,WNE2,-0.01531,WND1,-0.00383,WND2,-0.01148,WNC1,-0.00255,WNC2,-0.00765,WNB1,-0.00128,WNB2,-0.00383,WNA1,-0.00032,WNA2,-0.00095
558,WSO1,0.01754,WSO2,0.05261,WSN1,0.01658,WSN2,0.04974,WSM1,0.01531,WSM2,0.04592,WSL1,0.01403,WSL2,0.04209,WSK1,0.01276,WSK2,0.03827,WSJ1,0.01148,WSJ2,0.03444,WSI1,0.0102,WSI2,0.03061,WSH1,0.00893,WSH2,0.02679,WSG1,0.00765,WSG2,0.02296,WSF1,0.00638,WSF2,0.01913,WSE1,0.0051,WSE2,0.01531,WSD1,0.00383,WSD2,0.01148,WSC1,0.00255,WSC2,0.00765,WSB1,0.00128,WSB2,0.00383,WSA1,0.00032,WSA2,0.00095,WNO1,-0.01754,WNO2,-0.05261,WNN1,-0.01658,WNN2,-0.04974,WNM1,-0.01531,WNM2,-0.04592,WNL1,-0.01403,WNL2,-0.04209,WNK1,-0.01276,WNK2,-0.03827,WNJ1,-0.01148,WNJ2,-0.03444,WNI1,-0.0102,WNI2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNG1,-0.00765,WNG2,-0.02296,WNF1,-0.00638,WNF2,-0.01913,WNE1,-0.0051,WNE2,-0.01531,WND1,-0.00383,WND2,-0.01148,WNC1,-0.00255,WNC2,-0.00765,WNB1,-0.00128,WNB2,-0.00383,WNA1,-0.00032,WNA2,-0.00095
559,WSO1,0.01754,WSO2,0.05261,WSN1,0.01658,WSN2,0.04974,WSM1,0.01531,WSM2,0.04592,WSL1,0.01403,WSL2,0.04209,WSK1,0.01276,WSK2,0.03827,WSJ1,0.01148,WSJ2,0.03444,WSI1,0.0102,WSI2,0.03061,WSH1,0.00893,WSH2,0.02679,WSG1,0.00765,WSG2,0.02296,WSF1,0.00638,WSF2,0.01913,WSE1,0.0051,WSE2,0.01531,WSD1,0.00383,WSD2,0.01148,WSC1,0.00255,WSC2,0.00765,WSB1,0.00128,WSB2,0.00383,WSA1,0.00032,WSA2,0.00095,WNO1,-0.01754,WNO2,-0.05261,WNN1,-0.01658,WNN2,-0.04974,WNM1,-0.01531,WNM2,-0.04592,WNL1,-0.01403,WNL2,-0.04209,WNK1,-0.01276,WNK2,-0.03827,WNJ1,-0.01148,WNJ2,-0.03444,WNI1,-0.0102,WNI2,-0.03061,WNH1,-0.00893,WNH2,-0.02679,WNG1,-0.00765,WNG2,-0.02296,WNF1,-0.00638,WNF2,-0.01913,WNE1,-0.0051,WNE2,-0.01531,WND1,-0.00383,WND2,-0.01148,WNC1,-0.00255,WNC2,-0.00765,WNB1,-0.00128,WNB2,-0.00383,WNA1,-0.00032,WNA2,-0.00095
560,WSO1,0.00877,WSO2,0.02631,WSN1,0.00829,WSN2,0.02487,WSM1,0.00765,WSM2,0.02296,WSL1,0.00702,WSL2,0.02105,WSK1,0.00638,WSK2,0.01913,WSJ1,0.00574,WSJ2,0.01722,WSI1,0.0051,WSI2,0.01531,WSH1,0.00446,WSH2,0.01339,WSG1,0.00383,WSG2,0.01148,WSF1,0.00319,WSF2,0.00957,WSE1,0.00255,WSE2,0.00765,WSD1,0.00191,WSD2,0.00574,WSC1,0.00128,WSC2,0.00383,WSB1,0.00064,WSB2,0.00191,WSA1,0.00016,WSA2,0.00048,WNO1,-0.00877,WNO2,-0.02631,WNN1,-0.00829,WNN2,-0.02487,WNM1,-0.00765,WNM2,-0.02296,WNL1,-0.00702,WNL2,-0.02105,WNK1,-0.00638,WNK2,-0.01913,WNJ1,-0.00574,WNJ2,-0.01722,WNI1,-0.0051,WNI2,-0.01531,WNH1,-0.00446,WNH2,-0.01339,WNG1,-0.00383,WNG2,-0.01148,WNF1,-0.00319,WNF2,-0.00957,WNE1,-0.00255,WNE2,-0.00765,WND1,-0.00191,WND2,-0.00574,WNC1,-0.00128,WNC2,-0.00383,WNB1,-0.00064,WNB2,-0.00191,WNA1,-0.00016,WNA2,-0.00048
561,WW21,0.0043,WW22,0.01291,WW31,0.00383,WW32,0.01148,WW41,0.00319,WW42,0.00957,WW51,0.00255,WW52,0.00765,WW61,0.00191,WW62,0.00574,WW71,0.00128,WW72,0.00383,WW81,0.00064,WW82,0.00191,WW91,0.00016,WW92,0.00048,WE21,-0.0043,WE22,-0.01291,WE31,-0.00383,WE32,-0.01148,WE41,-0.00319,WE42,-0.00957,WE51,-0.00255,WE52,-0.00765,WE61,-0.00191,WE62,-0.00574,WE71,-0.00383,WE72,-0.00383,WE81,-0.00064,WE82,-0.00191,WE91,-0.00016,WE92,-0.00048
562,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
563,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
564,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
565,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
566,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
567,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
568,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
569,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
570,WW21,0.0086,WW22,0.02582,WW31,0.00766,WW32,0.02296,WW41,0.00638,WW42,0.01913,WW51,0.0051,WW52,0.01531,WW61,0.00383,WW62,0.01148,WW71,0.00255,WW72,0.00765,WW81,0.00128,WW82,0.00383,WW91,0.00032,WW92,0.00096,WE21,-0.0086,WE22,-0.02582,WE31,-0.00766,WE32,-0.02296,WE41,-0.00638,WE42,-0.01913,WE51,-0.0051,WE52,-0.01531,WE61,-0.00383,WE62,-0.01148,WE71,-0.00765,WE72,-0.00765,WE81,-0.00128,WE82,-0.00383,WE91,-0.00032,WE92,-0.00096
