Connection,Zone,Coefficent
763,M1,0.44,M2,0,M3,0,M4,0.13,M5,0.12,M6,0.11,M7,0.1,M8,0.08,M9,0.11,M10,0.09,M11,0.07,M12,0.06,M13,0.04,M14,0.02,M15,0,M16,-0.01,N1,-0.63,N2,0.92,N3,1.05,N4,0.33,N5,0.24,N6,0.19,N7,0.15,N8,0.1,N9,0.13,N10,0.1,N11,0.07,N12,0.04,N13,0.01,N14,0.01,N15,0,N16,-0.01,O1,0.44,O2,0,O3,0,O4,0.13,O5,0.12,O6,0.11,O7,0.1,O8,0.08,O9,0.11,O10,0.09,O11,0.07,O12,0.06,O13,0.04,O14,0.02,O15,0,O16,-0.01
764,M1,-0.01,M2,0,M3,0.02,M4,0.04,M5,0.06,M6,0.07,M7,0.09,M8,0.11,M9,0.08,M10,0.1,M11,0.11,M12,0.12,M13,0.13,M14,0,M15,0,M16,0.44,N1,-0.01,N2,0,N3,0.01,N4,0.01,N5,0.04,N6,0.07,N7,0.1,N8,0.13,N9,0.1,N10,0.15,N11,0.19,N12,0.24,N13,0.33,N14,1.05,N15,0.92,N16,-0.63,O1,-0.01,O2,0,O3,0.02,O4,0.04,O5,0.06,O6,0.07,O7,0.09,O8,0.11,O9,0.08,O10,0.1,O11,0.11,O12,0.12,O13,0.13,O14,0,O15,0,O16,0.44
765,N1,0.44,N2,0,N3,0,N4,0.13,N5,0.12,N6,0.11,N7,0.1,N8,0.08,N9,0.11,N10,0.09,N11,0.07,N12,0.06,N13,0.04,N14,0.02,N15,0,N16,-0.01,O1,-0.63,O2,0.92,O3,1.05,O4,0.33,O5,0.24,O6,0.19,O7,0.15,O8,0.1,O9,0.13,O10,0.1,O11,0.07,O12,0.04,O13,0.01,O14,0.01,O15,0,O16,-0.01,P1,0.44,P2,0,P3,0,P4,0.13,P5,0.12,P6,0.11,P7,0.1,P8,0.08,P9,0.11,P10,0.09,P11,0.07,P12,0.06,P13,0.04,P14,0.02,P15,0,P16,-0.01
766,N1,-0.01,N2,0,N3,0.02,N4,0.04,N5,0.06,N6,0.07,N7,0.09,N8,0.11,N9,0.08,N10,0.1,N11,0.11,N12,0.12,N13,0.13,N14,0,N15,0,N16,0.44,O1,-0.01,O2,0,O3,0.01,O4,0.01,O5,0.04,O6,0.07,O7,0.1,O8,0.13,O9,0.1,O10,0.15,O11,0.19,O12,0.24,O13,0.33,O14,1.05,O15,0.92,O16,-0.63,P1,-0.01,P2,0,P3,0.02,P4,0.04,P5,0.06,P6,0.07,P7,0.09,P8,0.11,P9,0.08,P10,0.1,P11,0.11,P12,0.12,P13,0.13,P14,0,P15,0,P16,0.44
767,O1,0.44,O2,0,O3,0,O4,0.13,O5,0.12,O6,0.11,O7,0.1,O8,0.08,O9,0.11,O10,0.09,O11,0.07,O12,0.06,O13,0.04,O14,0.02,O15,0,O16,-0.01,P1,-0.63,P2,0.92,P3,1.05,P4,0.33,P5,0.24,P6,0.19,P7,0.15,P8,0.1,P9,0.13,P10,0.1,P11,0.07,P12,0.04,P13,0.01,P14,0.01,P15,0,P16,-0.01,Q1,0.44,Q2,0,Q3,0,Q4,0.13,Q5,0.12,Q6,0.11,Q7,0.1,Q8,0.08,Q9,0.11,Q10,0.09,Q11,0.07,Q12,0.06,Q13,0.04,Q14,0.02,Q15,0,Q16,-0.01
768,O1,-0.01,O2,0,O3,0.02,O4,0.04,O5,0.06,O6,0.07,O7,0.09,O8,0.11,O9,0.08,O10,0.1,O11,0.11,O12,0.12,O13,0.13,O14,0,O15,0,O16,0.44,P1,-0.01,P2,0,P3,0.01,P4,0.01,P5,0.04,P6,0.07,P7,0.1,P8,0.13,P9,0.1,P10,0.15,P11,0.19,P12,0.24,P13,0.33,P14,1.05,P15,0.92,P16,-0.63,Q1,-0.01,Q2,0,Q3,0.02,Q4,0.04,Q5,0.06,Q6,0.07,Q7,0.09,Q8,0.11,Q9,0.08,Q10,0.1,Q11,0.11,Q12,0.12,Q13,0.13,Q14,0,Q15,0,Q16,0.44
769,P1,0.44,P2,0,P3,0,P4,0.13,P5,0.12,P6,0.11,P7,0.1,P8,0.08,P9,0.11,P10,0.09,P11,0.07,P12,0.06,P13,0.04,P14,0.02,P15,0,P16,-0.01,Q1,-0.63,Q2,0.92,Q3,1.05,Q4,0.33,Q5,0.24,Q6,0.19,Q7,0.15,Q8,0.1,Q9,0.13,Q10,0.1,Q11,0.07,Q12,0.04,Q13,0.01,Q14,0.01,Q15,0,Q16,-0.01,R1,0.44,R2,0,R3,0,R4,0.13,R5,0.12,R6,0.11,R7,0.1,R8,0.08,R9,0.11,R10,0.09,R11,0.07,R12,0.06,R13,0.04,R14,0.02,R15,0,R16,-0.01
770,P1,-0.01,P2,0,P3,0.02,P4,0.04,P5,0.06,P6,0.07,P7,0.09,P8,0.11,P9,0.08,P10,0.1,P11,0.11,P12,0.12,P13,0.13,P14,0,P15,0,P16,0.44,Q1,-0.01,Q2,0,Q3,0.01,Q4,0.01,Q5,0.04,Q6,0.07,Q7,0.1,Q8,0.13,Q9,0.1,Q10,0.15,Q11,0.19,Q12,0.24,Q13,0.33,Q14,1.05,Q15,0.92,Q16,-0.63,R1,-0.01,R2,0,R3,0.02,R4,0.04,R5,0.06,R6,0.07,R7,0.09,R8,0.11,R9,0.08,R10,0.1,R11,0.11,R12,0.12,R13,0.13,R14,0,R15,0,R16,0.44
771,Q1,0.44,Q2,0,Q3,0,Q4,0.13,Q5,0.12,Q6,0.11,Q7,0.1,Q8,0.08,Q9,0.11,Q10,0.09,Q11,0.07,Q12,0.06,Q13,0.04,Q14,0.02,Q15,0,Q16,-0.01,R1,-0.63,R2,0.92,R3,1.05,R4,0.33,R5,0.24,R6,0.19,R7,0.15,R8,0.1,R9,0.13,R10,0.1,R11,0.07,R12,0.04,R13,0.01,R14,0.01,R15,0,R16,-0.01,S1,0.44,S2,0,S3,0,S4,0.13,S5,0.12,S6,0.11,S7,0.1,S8,0.08,S9,0.11,S10,0.09,S11,0.07,S12,0.06,S13,0.04,S14,0.02,S15,0,S16,-0.01
772,Q1,-0.01,Q2,0,Q3,0.02,Q4,0.04,Q5,0.06,Q6,0.07,Q7,0.09,Q8,0.11,Q9,0.08,Q10,0.1,Q11,0.11,Q12,0.12,Q13,0.13,Q14,0,Q15,0,Q16,0.44,R1,-0.01,R2,0,R3,0.01,R4,0.01,R5,0.04,R6,0.07,R7,0.1,R8,0.13,R9,0.1,R10,0.15,R11,0.19,R12,0.24,R13,0.33,R14,1.05,R15,0.92,R16,-0.63,S1,-0.01,S2,0,S3,0.02,S4,0.04,S5,0.06,S6,0.07,S7,0.09,S8,0.11,S9,0.08,S10,0.1,S11,0.11,S12,0.12,S13,0.13,S14,0,S15,0,S16,0.44
773,R1,0.44,R2,0,R3,0,R4,0.13,R5,0.12,R6,0.11,R7,0.1,R8,0.08,R9,0.11,R10,0.09,R11,0.07,R12,0.06,R13,0.04,R14,0.02,R15,0,R16,-0.01,S1,-0.63,S2,0.92,S3,1.05,S4,0.33,S5,0.24,S6,0.19,S7,0.15,S8,0.1,S9,0.13,S10,0.1,S11,0.07,S12,0.04,S13,0.01,S14,0.01,S15,0,S16,-0.01,T1,0.44,T2,0,T3,0,T4,0.13,T5,0.12,T6,0.11,T7,0.1,T8,0.08,T9,0.11,T10,0.09,T11,0.07,T12,0.06,T13,0.04,T14,0.02,T15,0,T16,-0.01
774,R1,-0.01,R2,0,R3,0.02,R4,0.04,R5,0.06,R6,0.07,R7,0.09,R8,0.11,R9,0.08,R10,0.1,R11,0.11,R12,0.12,R13,0.13,R14,0,R15,0,R16,0.44,S1,-0.01,S2,0,S3,0.01,S4,0.01,S5,0.04,S6,0.07,S7,0.1,S8,0.13,S9,0.1,S10,0.15,S11,0.19,S12,0.24,S13,0.33,S14,1.05,S15,0.92,S16,-0.63,T1,-0.01,T2,0,T3,0.02,T4,0.04,T5,0.06,T6,0.07,T7,0.09,T8,0.11,T9,0.08,T10,0.1,T11,0.11,T12,0.12,T13,0.13,T14,0,T15,0,T16,0.44
775,S1,0.44,S2,0,S3,0,S4,0.13,S5,0.12,S6,0.11,S7,0.1,S8,0.08,S9,0.11,S10,0.09,S11,0.07,S12,0.06,S13,0.04,S14,0.02,S15,0,S16,-0.01,T1,-0.63,T2,0.92,T3,1.05,T4,0.33,T5,0.24,T6,0.19,T7,0.15,T8,0.1,T9,0.13,T10,0.1,T11,0.07,T12,0.04,T13,0.01,T14,0.01,T15,0,T16,-0.01,U1,0.44,U2,0,U3,0,U4,0.13,U5,0.12,U6,0.11,U7,0.1,U8,0.08,U9,0.11,U10,0.09,U11,0.07,U12,0.06,U13,0.04,U14,0.02,U15,0,U16,-0.01
776,S1,-0.01,S2,0,S3,0.02,S4,0.04,S5,0.06,S6,0.07,S7,0.09,S8,0.11,S9,0.08,S10,0.1,S11,0.11,S12,0.12,S13,0.13,S14,0,S15,0,S16,0.44,T1,-0.01,T2,0,T3,0.01,T4,0.01,T5,0.04,T6,0.07,T7,0.1,T8,0.13,T9,0.1,T10,0.15,T11,0.19,T12,0.24,T13,0.33,T14,1.05,T15,0.92,T16,-0.63,U1,-0.01,U2,0,U3,0.02,U4,0.04,U5,0.06,U6,0.07,U7,0.09,U8,0.11,U9,0.08,U10,0.1,U11,0.11,U12,0.12,U13,0.13,U14,0,U15,0,U16,0.44
777,T1,0.44,T2,0,T3,0,T4,0.13,T5,0.12,T6,0.11,T7,0.1,T8,0.08,T9,0.11,T10,0.09,T11,0.07,T12,0.06,T13,0.04,T14,0.02,T15,0,T16,-0.01,U1,-0.63,U2,0.92,U3,1.05,U4,0.33,U5,0.24,U6,0.19,U7,0.15,U8,0.1,U9,0.13,U10,0.1,U11,0.07,U12,0.04,U13,0.01,U14,0.01,U15,0,U16,-0.01,V1,0.44,V2,0,V3,0,V4,0.13,V5,0.12,V6,0.11,V7,0.1,V8,0.08,V9,0.11,V10,0.09,V11,0.07,V12,0.06,V13,0.04,V14,0.02,V15,0,V16,-0.01
778,T1,-0.01,T2,0,T3,0.02,T4,0.04,T5,0.06,T6,0.07,T7,0.09,T8,0.11,T9,0.08,T10,0.1,T11,0.11,T12,0.12,T13,0.13,T14,0,T15,0,T16,0.44,U1,-0.01,U2,0,U3,0.01,U4,0.01,U5,0.04,U6,0.07,U7,0.1,U8,0.13,U9,0.1,U10,0.15,U11,0.19,U12,0.24,U13,0.33,U14,1.05,U15,0.92,U16,-0.63,V1,-0.01,V2,0,V3,0.02,V4,0.04,V5,0.06,V6,0.07,V7,0.09,V8,0.11,V9,0.08,V10,0.1,V11,0.11,V12,0.12,V13,0.13,V14,0,V15,0,V16,0.44
779,U1,0.72,U2,0,U3,-0.09,U4,0.2,U5,0.2,U6,0.19,U7,0.18,U8,0.17,U9,0.2,U10,0.18,U11,0.16,U12,0.15,U13,0.11,U14,0.03,U15,0,U16,0.06,V1,-0.54,V2,0.92,V3,1.05,V4,0.37,V5,0.29,V6,0.23,V7,0.19,V8,0.14,V9,0.18,V10,0.14,V11,0.11,V12,0.08,V13,0.04,V14,0,V15,0,V16,0.03,W1,0.44,W2,0,W3,0,W4,0.13,W5,0.12,W6,0.11,W7,0.1,W8,0.08,W9,0.11,W10,0.09,W11,0.07,W12,0.06,W13,0.04,W14,0.02,W15,0,W16,-0.01
780,U1,0.06,U2,0,U3,0.03,U4,0.11,U5,0.15,U6,0.16,U7,0.18,U8,0.2,U9,0.17,U10,0.18,U11,0.19,U12,0.2,U13,0.2,U14,-0.09,U15,0,U16,0.72,V1,0.03,V2,0,V3,0,V4,0.04,V5,0.08,V6,0.11,V7,0.14,V8,0.18,V9,0.14,V10,0.19,V11,0.23,V12,0.29,V13,0.37,V14,1.05,V15,0.92,V16,-0.54,W1,-0.01,W2,0,W3,0.02,W4,0.04,W5,0.06,W6,0.07,W7,0.09,W8,0.11,W9,0.08,W10,0.1,W11,0.11,W12,0.12,W13,0.13,W14,0,W15,0,W16,0.44
781,V1,0.74,V2,0,V3,-0.11,V4,0.18,V5,0.18,V6,0.17,V7,0.16,V8,0.15,V9,0.18,V10,0.17,V11,0.15,V12,0.13,V13,0.11,V14,0.02,V15,0,V16,0.07,W1,0.02,W2,0.92,W3,1,W4,0.48,W5,0.39,W6,0.35,W7,0.31,W8,0.27,W9,0.29,W10,0.26,W11,0.23,W12,0.2,W13,0.14,W14,0.01,W15,0,W16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,V1,0.07,V2,0,V3,0.02,V4,0.11,V5,0.13,V6,0.15,V7,0.17,V8,0.18,V9,0.15,V10,0.16,V11,0.17,V12,0.18,V13,0.18,V14,-0.11,V15,0,V16,0.74,W1,0.16,W2,0,W3,0.01,W4,0.14,W5,0.2,W6,0.23,W7,0.26,W8,0.29,W9,0.27,W10,0.31,W11,0.35,W12,0.39,W13,0.48,W14,1,W15,0.92,W16,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
